method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
baseline,131,13100,153.866,1330727,5857,893,1.5987,19.599,0.7466,-0.0718,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,132,13200,155.43,1338164,8392,955,1.5642,19.415,0.7419,-0.1342,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,133,13300,156.971,1344830,7538,872,1.5403,19.389,0.7412,-0.0745,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,134,13400,158.496,1349265,5335,900,1.5255,19.502,0.7432,-0.0855,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,135,13500,160.08,1354871,6575,969,1.5837,19.407,0.7429,-0.0864,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,136,13600,161.643,1360695,6709,885,1.5636,19.414,0.7439,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,137,13700,163.257,1365515,5734,914,1.6131,19.634,0.7446,-0.0766,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,138,13800,164.877,1370936,6303,882,1.6204,19.348,0.7477,-0.0888,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,139,13900,166.469,1376123,6131,944,1.5917,19.422,0.7452,-0.1009,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,140,14000,168.053,1382955,7693,861,1.5844,19.429,0.7478,-0.0755,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,141,14100,169.643,1388086,6023,892,1.5899,19.73,0.7524,-0.0728,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,142,14200,171.306,1393535,6365,916,1.6628,19.704,0.752,-0.0743,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,143,14300,172.836,1400218,7513,830,1.5304,19.407,0.7457,-0.1743,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,144,14400,174.478,1405819,6448,847,1.6418,19.45,0.7434,-0.0908,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,145,14500,176.052,1411045,6060,834,1.5743,19.804,0.7557,-0.0623,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,146,14600,177.724,1415757,5532,820,1.6716,19.478,0.7506,-0.1404,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,147,14700,179.306,1419870,4922,809,1.5824,19.543,0.7493,-0.0805,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,148,14800,180.95,1424202,5197,865,1.6442,19.634,0.7513,-0.1059,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,149,14900,182.57,1430127,6879,954,1.6196,19.462,0.7481,-0.0871,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,150,15000,184.307,1430127,0,0,1.7374,19.712,0.7567,-0.0771,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,151,15100,185.781,1430127,0,0,1.474,19.645,0.7531,-0.0977,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,152,15200,187.279,1430127,0,0,1.4977,19.646,0.7544,-0.0788,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,153,15300,188.777,1430127,0,0,1.4974,19.736,0.7561,-0.0809,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,154,15400,190.263,1430127,0,0,1.4867,19.822,0.7578,-0.0699,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,155,15500,191.748,1430127,0,0,1.4847,19.561,0.7538,-0.1352,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,156,15600,193.236,1430127,0,0,1.4881,19.761,0.7569,-0.0707,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,157,15700,194.74,1430127,0,0,1.5038,19.845,0.7575,-0.0724,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,158,15800,196.246,1430127,0,0,1.5058,19.823,0.7599,-0.074,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,159,15900,197.728,1430127,0,0,1.4819,19.904,0.7572,-0.0889,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,160,16000,199.205,1430127,0,0,1.477,19.873,0.7582,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,161,16100,200.688,1430127,0,0,1.4838,19.85,0.7594,-0.0907,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,162,16200,202.211,1430127,0,0,1.5229,19.944,0.7592,-0.0728,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,163,16300,203.747,1430127,0,0,1.5353,19.836,0.7603,-0.0854,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,164,16400,205.276,1430127,0,0,1.5289,20.001,0.7627,-0.0751,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,165,16500,206.82,1430127,0,0,1.5441,19.863,0.7596,-0.1043,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,166,16600,208.31,1430127,0,0,1.4905,19.882,0.7607,-0.0744,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,167,16700,209.774,1430127,0,0,1.464,19.898,0.7622,-0.0725,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,168,16800,211.278,1430127,0,0,1.5034,19.928,0.7624,-0.0748,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,169,16900,212.772,1430127,0,0,1.4947,19.835,0.7596,-0.0941,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,170,17000,214.315,1430127,0,0,1.5426,19.975,0.7642,-0.0746,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,171,17100,215.889,1430127,0,0,1.5743,20.016,0.7628,-0.0844,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,172,17200,217.417,1430127,0,0,1.528,19.786,0.7591,-0.1175,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,173,17300,218.948,1430127,0,0,1.5305,19.793,0.7618,-0.079,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,174,17400,220.462,1430127,0,0,1.5147,20.005,0.7636,-0.073,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,175,17500,221.937,1430127,0,0,1.4741,20.078,0.7638,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,176,17600,223.434,1430127,0,0,1.4975,19.964,0.7619,-0.0955,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,177,17700,224.869,1430127,0,0,1.4353,19.984,0.7645,-0.0716,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,178,17800,226.337,1430127,0,0,1.468,20.042,0.765,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,179,17900,227.835,1430127,0,0,1.498,19.87,0.7633,-0.1139,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,180,18000,229.357,1430127,0,0,1.5222,19.916,0.7613,-0.0756,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,181,18100,230.829,1430127,0,0,1.4715,20.134,0.7661,-0.0729,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,182,18200,232.323,1430127,0,0,1.4938,20.122,0.7659,-0.0737,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,183,18300,233.805,1430127,0,0,1.4818,19.975,0.7641,-0.0949,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,184,18400,235.336,1430127,0,0,1.5316,20.25,0.7696,-0.0741,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,185,18500,236.853,1430127,0,0,1.5167,20.043,0.7648,-0.1244,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,186,18600,238.385,1430127,0,0,1.5325,19.985,0.7644,-0.0765,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,187,18700,239.904,1430127,0,0,1.5188,20.028,0.7651,-0.0886,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,188,18800,241.407,1430127,0,0,1.503,19.918,0.7648,-0.0749,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,189,18900,242.89,1430127,0,0,1.4832,19.917,0.7654,-0.079,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,190,19000,244.405,1430127,0,0,1.514,20.044,0.7643,-0.0752,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,191,19100,245.933,1430127,0,0,1.5281,20.145,0.765,-0.0788,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,192,19200,247.469,1430127,0,0,1.5363,20.04,0.7676,-0.0764,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,193,19300,249.01,1430127,0,0,1.5415,20.005,0.7653,-0.0999,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,194,19400,250.537,1430127,0,0,1.5271,20.06,0.7666,-0.0757,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,195,19500,252.009,1430127,0,0,1.4716,20.152,0.7673,-0.087,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,196,19600,253.451,1430127,0,0,1.4424,19.984,0.7655,-0.074,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,197,19700,254.884,1430127,0,0,1.4326,19.776,0.7659,-0.0853,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,198,19800,256.342,1430127,0,0,1.4582,20.091,0.7678,-0.0717,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,199,19900,257.946,1430127,0,0,1.6033,19.894,0.7661,-0.1076,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,200,20000,259.505,1430127,0,0,1.5598,20.069,0.7675,-0.0779,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,201,20100,260.943,1430127,0,0,1.4377,20.128,0.7676,-0.0715,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,202,20200,262.406,1430127,0,0,1.4632,20.144,0.7684,-0.0965,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,203,20300,263.823,1430127,0,0,1.4169,20.123,0.7683,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,204,20400,265.269,1430127,0,0,1.4462,20.097,0.7683,-0.0719,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,205,20500,266.738,1430127,0,0,1.4684,20.186,0.7685,-0.0761,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,206,20600,268.17,1430127,0,0,1.4322,20.084,0.767,-0.0948,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,207,20700,269.616,1430127,0,0,1.4457,19.917,0.7649,-0.0882,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,208,20800,271.022,1430127,0,0,1.4059,20.11,0.7688,-0.0694,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,209,20900,272.466,1430127,0,0,1.4448,20.185,0.771,-0.072,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,210,21000,273.9,1430127,0,0,1.4339,20.024,0.7668,-0.0993,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,211,21100,275.308,1430127,0,0,1.4074,20.192,0.7697,-0.0699,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,212,21200,276.725,1430127,0,0,1.4173,20.105,0.7686,-0.0834,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,213,21300,278.143,1430127,0,0,1.418,20.161,0.7707,-0.0705,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,214,21400,279.568,1430127,0,0,1.4249,20.219,0.7706,-0.0881,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,215,21500,280.99,1430127,0,0,1.4226,20.06,0.7693,-0.0894,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,216,21600,282.462,1430127,0,0,1.4712,20.078,0.7674,-0.0734,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,217,21700,283.953,1430127,0,0,1.4917,20.163,0.7717,-0.0744,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,218,21800,285.458,1430127,0,0,1.5045,19.994,0.7669,-0.091,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,219,21900,286.953,1430127,0,0,1.4951,20.097,0.7691,-0.0746,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,220,22000,288.461,1430127,0,0,1.5086,20.053,0.7684,-0.0909,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,221,22100,289.967,1430127,0,0,1.5059,20.05,0.7688,-0.075,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,222,22200,291.416,1430127,0,0,1.4487,20.129,0.7691,-0.0789,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,223,22300,292.862,1430127,0,0,1.4462,20.179,0.7721,-0.0721,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,224,22400,294.303,1430127,0,0,1.4409,20.191,0.768,-0.0878,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,225,22500,295.763,1430127,0,0,1.46,20.229,0.7719,-0.0727,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,226,22600,297.263,1430127,0,0,1.4997,20.062,0.7711,-0.084,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,227,22700,298.793,1430127,0,0,1.53,20.126,0.7683,-0.089,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,228,22800,300.245,1430127,0,0,1.452,20.194,0.7698,-0.0725,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,229,22900,301.689,1430127,0,0,1.4446,20.09,0.7687,-0.0853,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,230,23000,303.136,1430127,0,0,1.4466,20.23,0.7713,-0.0721,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,231,23100,304.604,1430127,0,0,1.4682,20.185,0.7716,-0.0734,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,232,23200,306.056,1430127,0,0,1.452,20.027,0.7699,-0.0752,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,233,23300,307.521,1430127,0,0,1.4646,20.305,0.7718,-0.0729,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,234,23400,308.949,1430127,0,0,1.4286,20.276,0.7732,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,235,23500,310.37,1430127,0,0,1.4203,20.192,0.7705,-0.1067,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,236,23600,311.824,1430127,0,0,1.4539,20.213,0.7709,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,237,23700,313.254,1430127,0,0,1.4306,20.224,0.7686,-0.0806,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,238,23800,314.726,1430127,0,0,1.4718,20.205,0.7719,-0.0734,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,239,23900,316.187,1430127,0,0,1.4607,20.19,0.7714,-0.073,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,240,24000,317.628,1430127,0,0,1.4408,20.37,0.7731,-0.072,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,241,24100,319.069,1430127,0,0,1.4417,20.173,0.7727,-0.1061,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,242,24200,320.509,1430127,0,0,1.44,20.241,0.7735,-0.0718,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,243,24300,321.927,1430127,0,0,1.4176,20.116,0.772,-0.0949,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,244,24400,323.447,1430127,0,0,1.5197,20.225,0.7706,-0.0767,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,245,24500,324.952,1430127,0,0,1.505,20.093,0.7711,-0.0865,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,246,24600,326.411,1430127,0,0,1.4593,20.083,0.7707,-0.0729,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,247,24700,327.864,1430127,0,0,1.4531,20.231,0.7712,-0.0726,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,248,24800,329.283,1430127,0,0,1.4193,20.266,0.7725,-0.0709,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,249,24900,330.733,1430127,0,0,1.45,20.173,0.7711,-0.0812,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,250,25000,332.18,1430127,0,0,1.447,20.292,0.7737,-0.0723,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,251,25100,333.658,1430127,0,0,1.4773,20.329,0.7719,-0.0742,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,252,25200,335.171,1430127,0,0,1.5129,20.385,0.7737,-0.0755,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,253,25300,336.677,1430127,0,0,1.5065,20.293,0.7718,-0.0972,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,254,25400,338.156,1430127,0,0,1.4786,20.284,0.7726,-0.079,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,255,25500,339.612,1430127,0,0,1.4566,20.213,0.7728,-0.078,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,256,25600,341.091,1430127,0,0,1.4789,20.185,0.7719,-0.0739,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,257,25700,342.576,1430127,0,0,1.4851,20.358,0.7749,-0.0742,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,258,25800,344.05,1430127,0,0,1.4742,20.243,0.7731,-0.0886,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,259,25900,345.533,1430127,0,0,1.4831,20.395,0.7751,-0.0739,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,260,26000,346.998,1430127,0,0,1.4647,20.271,0.7733,-0.1261,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,261,26100,348.468,1430127,0,0,1.47,20.296,0.7726,-0.0735,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,262,26200,349.949,1430127,0,0,1.4813,20.231,0.7746,-0.074,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,263,26300,351.447,1430127,0,0,1.4977,20.201,0.773,-0.0964,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,264,26400,352.954,1430127,0,0,1.5067,20.33,0.7739,-0.0752,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,265,26500,354.502,1430127,0,0,1.5481,20.13,0.7716,-0.1086,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,266,26600,355.998,1430127,0,0,1.496,20.314,0.774,-0.0747,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,267,26700,357.449,1430127,0,0,1.4508,20.272,0.7727,-0.0784,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,268,26800,358.915,1430127,0,0,1.4667,20.201,0.773,-0.0823,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,269,26900,360.426,1430127,0,0,1.5109,20.248,0.7741,-0.0755,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,270,27000,361.981,1430127,0,0,1.5549,20.236,0.7756,-0.0777,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,271,27100,363.502,1430127,0,0,1.5203,20.369,0.7736,-0.0812,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
