method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
baseline,286,28600,946.12,1447442,0,0,3.5129,20.304,0.7744,-0.2139,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,287,28700,949.562,1447442,0,0,3.4427,20.326,0.7729,-0.1839,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,288,28800,953.094,1447442,0,0,3.5317,20.415,0.7752,-0.1766,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,289,28900,956.6,1447442,0,0,3.5055,20.417,0.7744,-0.1753,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,290,29000,960.144,1447442,0,0,3.5441,20.289,0.7743,-0.2066,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,291,29100,963.653,1447442,0,0,3.5087,20.421,0.7754,-0.1754,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,292,29200,967.142,1447442,0,0,3.4898,20.404,0.7762,-0.1745,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,293,29300,970.626,1447442,0,0,3.484,20.314,0.7737,-0.1953,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,294,29400,974.103,1447442,0,0,3.4767,20.445,0.7754,-0.1738,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,295,29500,977.642,1447442,0,0,3.5387,20.408,0.774,-0.2056,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,296,29600,981.164,1447442,0,0,3.5227,20.461,0.7774,-0.1761,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,297,29700,984.606,1447442,0,0,3.4421,20.515,0.7751,-0.1778,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,298,29800,988.147,1447442,0,0,3.5407,20.468,0.777,-0.177,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,299,29900,991.667,1447442,0,0,3.5199,20.463,0.7766,-0.176,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,300,30000,995.15,1447442,0,0,3.4834,20.421,0.7759,-0.1976,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
