method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
baseline,126,12600,138.297,1306333,8317,1074,1.4508,19.411,0.7411,-0.0566,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,127,12700,139.78,1311979,6611,965,1.4825,19.443,0.7422,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,128,12800,141.251,1317664,6585,900,1.4714,19.598,0.7468,-0.0719,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,129,12900,142.696,1323529,6858,993,1.445,19.538,0.7444,-0.069,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,130,13000,144.216,1331074,8496,951,1.5205,19.579,0.743,-0.0758,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,131,13100,145.764,1335843,5702,933,1.5478,19.559,0.748,-0.0774,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,132,13200,147.3,1343263,8336,916,1.5358,19.339,0.7428,-0.1375,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,133,13300,148.816,1350007,7725,981,1.5163,19.469,0.7431,-0.0694,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,134,13400,150.299,1354198,5148,957,1.4828,19.512,0.7449,-0.0815,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,135,13500,151.846,1359773,6540,965,1.547,19.365,0.7431,-0.1173,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,136,13600,153.38,1365440,6529,862,1.5341,19.374,0.7438,-0.0684,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,137,13700,154.98,1370300,5853,993,1.5993,19.47,0.7439,-0.0797,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,138,13800,156.517,1375823,6445,922,1.5377,19.381,0.7486,-0.0749,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,139,13900,158.063,1380983,6122,962,1.5457,19.483,0.7464,-0.0753,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,140,14000,159.581,1387792,7685,876,1.5185,19.524,0.7485,-0.0737,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,141,14100,161.136,1392876,5947,863,1.555,19.802,0.7522,-0.07,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,142,14200,162.737,1398432,6505,949,1.6008,19.633,0.7519,-0.0745,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,143,14300,164.261,1405189,7611,854,1.5242,19.382,0.7454,-0.1879,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,144,14400,165.829,1410516,6225,898,1.5673,19.393,0.7452,-0.0719,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,145,14500,167.34,1415557,5955,914,1.5113,19.609,0.754,-0.0662,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,146,14600,168.928,1420143,5464,878,1.5882,19.534,0.7517,-0.1089,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,147,14700,170.444,1424234,4966,875,1.5159,19.499,0.7503,-0.075,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,148,14800,172.059,1428622,5230,842,1.6151,19.559,0.7521,-0.1011,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,149,14900,173.676,1434497,6946,1071,1.6165,19.466,0.7485,-0.0805,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,150,15000,175.242,1434497,0,0,1.5659,19.737,0.7571,-0.0676,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,151,15100,176.659,1434497,0,0,1.4169,19.705,0.7547,-0.0815,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,152,15200,178.113,1434497,0,0,1.4547,19.719,0.7565,-0.072,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,153,15300,179.567,1434497,0,0,1.4535,19.704,0.7566,-0.0916,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,154,15400,181.018,1434497,0,0,1.4513,19.767,0.7585,-0.0692,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,155,15500,182.475,1434497,0,0,1.4569,19.657,0.7562,-0.1094,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,156,15600,183.926,1434497,0,0,1.4507,19.788,0.7583,-0.0699,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,157,15700,185.389,1434497,0,0,1.463,19.893,0.7587,-0.068,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,158,15800,186.814,1434497,0,0,1.4256,19.754,0.7599,-0.0845,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,159,15900,188.261,1434497,0,0,1.4472,19.78,0.7578,-0.0957,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,160,16000,189.703,1434497,0,0,1.4415,19.835,0.7591,-0.0663,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,161,16100,191.142,1434497,0,0,1.4388,19.868,0.7596,-0.1088,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,162,16200,192.584,1434497,0,0,1.4423,19.952,0.7602,-0.0654,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,163,16300,194.024,1434497,0,0,1.4396,19.914,0.7623,-0.0775,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,164,16400,195.452,1434497,0,0,1.4288,19.981,0.7643,-0.0713,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,165,16500,196.89,1434497,0,0,1.4374,19.806,0.7598,-0.1069,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,166,16600,198.31,1434497,0,0,1.4199,19.868,0.7621,-0.0701,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,167,16700,199.73,1434497,0,0,1.4205,19.881,0.763,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,168,16800,201.196,1434497,0,0,1.4658,19.982,0.7641,-0.0701,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,169,16900,202.646,1434497,0,0,1.4503,19.751,0.7606,-0.122,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,170,17000,204.075,1434497,0,0,1.4285,20.007,0.7663,-0.0663,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,171,17100,205.53,1434497,0,0,1.4551,19.979,0.7617,-0.0876,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,172,17200,206.963,1434497,0,0,1.4328,19.807,0.7606,-0.1258,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,173,17300,208.415,1434497,0,0,1.4522,19.665,0.7629,-0.089,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,174,17400,209.827,1434497,0,0,1.4124,19.841,0.7641,-0.0672,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,175,17500,211.284,1434497,0,0,1.4569,20.02,0.7646,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,176,17600,212.731,1434497,0,0,1.4464,20.09,0.7649,-0.0723,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,177,17700,214.137,1434497,0,0,1.4069,19.889,0.7656,-0.0893,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,178,17800,215.565,1434497,0,0,1.4276,19.949,0.767,-0.0691,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,179,17900,217.027,1434497,0,0,1.4621,19.795,0.7649,-0.1279,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,180,18000,218.443,1434497,0,0,1.4158,19.894,0.7638,-0.0688,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,181,18100,219.86,1434497,0,0,1.4166,20.101,0.7682,-0.0696,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,182,18200,221.301,1434497,0,0,1.441,20.115,0.7677,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,183,18300,222.759,1434497,0,0,1.459,19.997,0.7665,-0.0899,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,184,18400,224.194,1434497,0,0,1.4343,20.219,0.7701,-0.0694,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,185,18500,225.601,1434497,0,0,1.4071,20.059,0.7673,-0.1008,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,186,18600,227.05,1434497,0,0,1.4494,20.018,0.7663,-0.0746,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,187,18700,228.485,1434497,0,0,1.435,19.978,0.7662,-0.1039,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,188,18800,229.909,1434497,0,0,1.4239,19.969,0.7657,-0.0707,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,189,18900,231.335,1434497,0,0,1.4262,19.967,0.768,-0.0707,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,190,19000,232.797,1434497,0,0,1.4619,20.06,0.766,-0.0805,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,191,19100,234.218,1434497,0,0,1.4211,20.168,0.7673,-0.07,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,192,19200,235.632,1434497,0,0,1.4139,20.119,0.7693,-0.0704,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,193,19300,237.064,1434497,0,0,1.4318,20.034,0.7672,-0.0921,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,194,19400,238.515,1434497,0,0,1.4511,20.166,0.7692,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,195,19500,239.93,1434497,0,0,1.4148,20.029,0.7677,-0.1046,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,196,19600,241.345,1434497,0,0,1.4149,19.957,0.7673,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,197,19700,242.75,1434497,0,0,1.4055,19.851,0.767,-0.0864,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,198,19800,244.177,1434497,0,0,1.4269,19.992,0.7692,-0.0687,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,199,19900,245.636,1434497,0,0,1.4588,19.824,0.7662,-0.1462,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,200,20000,247.075,1434497,0,0,1.439,20.075,0.7694,-0.071,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,201,20100,248.481,1434497,0,0,1.4065,20.003,0.7682,-0.0706,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,202,20200,249.931,1434497,0,0,1.4498,20.122,0.771,-0.0725,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,203,20300,251.349,1434497,0,0,1.4173,20.074,0.769,-0.0704,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,204,20400,252.767,1434497,0,0,1.4189,20.116,0.7705,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,205,20500,254.212,1434497,0,0,1.4446,20.184,0.7704,-0.0778,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,206,20600,255.626,1434497,0,0,1.4141,20.065,0.7683,-0.0941,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,207,20700,257.067,1434497,0,0,1.4409,20.065,0.7665,-0.0815,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,208,20800,258.475,1434497,0,0,1.4075,20.198,0.7714,-0.0689,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,209,20900,259.915,1434497,0,0,1.4404,20.34,0.7737,-0.0716,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,210,21000,261.347,1434497,0,0,1.432,20.125,0.7688,-0.1099,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,211,21100,262.753,1434497,0,0,1.4066,20.123,0.7704,-0.0701,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,212,21200,264.16,1434497,0,0,1.407,20.134,0.7709,-0.0702,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,213,21300,265.582,1434497,0,0,1.422,20.251,0.7733,-0.0705,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,214,21400,267.002,1434497,0,0,1.4194,20.182,0.7724,-0.0962,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,215,21500,268.425,1434497,0,0,1.4228,20.084,0.7721,-0.0755,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,216,21600,269.836,1434497,0,0,1.4116,20.108,0.7697,-0.0705,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,217,21700,271.265,1434497,0,0,1.4284,20.254,0.7744,-0.0711,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,218,21800,272.695,1434497,0,0,1.4301,20.026,0.7687,-0.0997,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,219,21900,274.092,1434497,0,0,1.3969,20.158,0.7708,-0.0697,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,220,22000,275.517,1434497,0,0,1.4258,20.061,0.7689,-0.0915,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,221,22100,276.926,1434497,0,0,1.4086,20.081,0.7706,-0.0699,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,222,22200,278.338,1434497,0,0,1.4116,20.067,0.7699,-0.0808,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,223,22300,279.757,1434497,0,0,1.4191,20.258,0.7743,-0.0706,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,224,22400,281.164,1434497,0,0,1.4072,20.213,0.7702,-0.0877,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,225,22500,282.594,1434497,0,0,1.4298,20.178,0.772,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,226,22600,284.018,1434497,0,0,1.4239,20.123,0.7727,-0.071,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,227,22700,285.436,1434497,0,0,1.4186,20.224,0.7721,-0.0706,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,228,22800,286.852,1434497,0,0,1.4162,20.23,0.7712,-0.0979,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,229,22900,288.26,1434497,0,0,1.4077,20.189,0.7723,-0.0702,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,230,23000,289.671,1434497,0,0,1.411,20.226,0.7744,-0.0705,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,231,23100,291.092,1434497,0,0,1.4212,20.142,0.7727,-0.0913,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,232,23200,292.51,1434497,0,0,1.4178,19.958,0.7704,-0.077,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,233,23300,293.924,1434497,0,0,1.4136,20.261,0.7731,-0.07,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,234,23400,295.33,1434497,0,0,1.4059,20.313,0.7747,-0.0772,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,235,23500,296.725,1434497,0,0,1.3956,20.202,0.7731,-0.0889,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,236,23600,298.15,1434497,0,0,1.4251,20.268,0.7733,-0.0712,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,237,23700,299.554,1434497,0,0,1.4036,20.229,0.7711,-0.078,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,238,23800,300.987,1434497,0,0,1.433,20.21,0.7724,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,239,23900,302.385,1434497,0,0,1.3984,20.124,0.7714,-0.0758,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,240,24000,303.782,1434497,0,0,1.3964,20.346,0.7746,-0.0698,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,241,24100,305.216,1434497,0,0,1.4339,20.3,0.7763,-0.0716,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,242,24200,306.624,1434497,0,0,1.4081,20.284,0.7752,-0.0704,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,243,24300,308.014,1434497,0,0,1.3906,20.15,0.7736,-0.0915,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,244,24400,309.447,1434497,0,0,1.4328,20.187,0.7721,-0.0813,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,245,24500,310.875,1434497,0,0,1.4282,20.188,0.7735,-0.0714,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,246,24600,312.286,1434497,0,0,1.4106,20.101,0.7733,-0.0731,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,247,24700,313.724,1434497,0,0,1.4383,20.177,0.7734,-0.072,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,248,24800,315.13,1434497,0,0,1.4054,20.297,0.7738,-0.0702,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,249,24900,316.543,1434497,0,0,1.4137,20.096,0.7722,-0.0794,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,250,25000,317.953,1434497,0,0,1.4097,20.271,0.7762,-0.0702,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,251,25100,319.35,1434497,0,0,1.3972,20.293,0.7737,-0.073,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,252,25200,320.785,1434497,0,0,1.4348,20.415,0.7754,-0.0716,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,253,25300,322.208,1434497,0,0,1.4227,20.233,0.7726,-0.1073,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,254,25400,323.633,1434497,0,0,1.4249,20.284,0.7732,-0.0712,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,255,25500,325.057,1434497,0,0,1.4245,20.172,0.7744,-0.0761,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,256,25600,326.468,1434497,0,0,1.4107,20.164,0.7728,-0.0705,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,257,25700,327.862,1434497,0,0,1.3937,20.441,0.7764,-0.0695,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,258,25800,329.262,1434497,0,0,1.4003,20.255,0.7744,-0.0832,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,259,25900,330.674,1434497,0,0,1.4121,20.351,0.7766,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,260,26000,332.106,1434497,0,0,1.4319,20.385,0.7755,-0.0999,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,261,26100,333.537,1434497,0,0,1.4316,20.329,0.7737,-0.0884,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,262,26200,334.949,1434497,0,0,1.4113,20.419,0.7769,-0.0703,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,263,26300,336.374,1434497,0,0,1.425,20.283,0.7741,-0.1187,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,264,26400,337.742,1434497,0,0,1.3683,20.358,0.7759,-0.0682,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,265,26500,339.167,1434497,0,0,1.4253,20.133,0.773,-0.1238,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
baseline,266,26600,340.589,1434497,0,0,1.4221,20.233,0.7742,-0.0711,continue,100,default,100,opacity_and_size,reset_if_plateau,continue,1.0,0.005,1.0,1.0,1.0,1.0,1.0
